file_info,news_id,short_text,total_count,dod_web_path,stock_name,title,file_type,date_time,long_text,stock_code,file_link,auditor
172KB,9406151,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,DC HOLDINGS,Supplemental Information related to Annual Report for the year ended 31 December 2019,PDF,20/08/2020 16:44,Financial Statements/ESG Information - [Annual Report],00861,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0820/2020082000439.pdf,None
1MB,9406100,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,KIDDIELAND,Annual Report 2020,PDF,20/08/2020 16:34,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",03830,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0820/2020082000388.pdf,"('PricewaterhouseCoopers',)"
5MB,9403051,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CHI OCEAN IND,Annual Report 2019,PDF,18/08/2020 12:00,Financial Statements/ESG Information - [Annual Report],00651,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0818/2020081800152.pdf,"('Asian Alliance (HK) CPA Limited',)"
5MB,9398720,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,VESTATE GROUP,Annual Report 2019/2020,PDF,14/08/2020 17:10,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01386,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0814/2020081400864.pdf,"('CCTH CPA Limited',)"
3MB,9396819,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,MOISELLE INT'L,Annual Report 2020,PDF,13/08/2020 17:11,Financial Statements/ESG Information - [Annual Report],00130,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0813/2020081300777.pdf,"('Deloitte Touche Tohmatsu',)"
3MB,9396813,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,NEW CONCEPTS,Annual Report 2020,PDF,13/08/2020 17:10,Financial Statements/ESG Information - [Annual Report],02221,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0813/2020081300771.pdf,"('BDO Limited',)"
2MB,9396712,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,SINO PROSPER GP,ANNUAL REPORT 2020,PDF,13/08/2020 16:53,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00766,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0813/2020081300670.pdf,"('HLB Hodgson Impey Cheng Limited',)"
462KB,9395879,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CC SECURITIES,SUPPLEMENTAL ANNOUNCEMENT IN RELATION TO THE 2019 ANNUAL REPORT,PDF,12/08/2020 21:43,Financial Statements/ESG Information - [Annual Report],01375,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0812/2020081201408.pdf,None
1MB,9394409,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,SUN INT'L,Annual Report 2020,PDF,12/08/2020 06:14,Financial Statements/ESG Information - [Annual Report],08029,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0812/2020081200023.pdf,"('HLB Hodgson Impey Cheng Limited',)"
151KB,9390083,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,ELATE HOLDINGS,Supplementary Announcement in relation  to 2019 Annual Report,PDF,07/08/2020 16:32,Financial Statements/ESG Information - [Annual Report],00076,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0807/2020080700489.pdf,None
799KB,9389830,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,OCI INTL,SUPPLEMENTAL ANNOUNCEMENT REGARDING THE 2019 ANNUAL REPORT,PDF,07/08/2020 12:19,Financial Statements/ESG Information - [Annual Report],00329,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0807/2020080700264.pdf,None
138KB,9389170,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,GANFENGLITHIUM,SUPPLEMENTAL ANNOUNCEMENT IN RELATION TO THE ANNUAL REPORT FOR THE YEAR ENDED 31 DECEMBER 2019,PDF,06/08/2020 19:31,Financial Statements/ESG Information - [Annual Report],01772,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0806/2020080601440.pdf,None
2MB,9389124,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CHINAOILGANGRAN,Annual Report 2019,PDF,06/08/2020 19:15,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",08132,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0806/2020080601394.pdf,"('HLM CPA Limited',)"
130KB,9386384,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,BOE VARITRONIX,SUPPLEMENTAL ANNOUNCEMENT TO THE 2019 ANNUAL REPORT,PDF,05/08/2020 16:39,Financial Statements/ESG Information - [Annual Report],00710,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0805/2020080500801.pdf,None
4MB,9383163,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,PALACE BANQUET,Annual Report 2020,PDF,03/08/2020 21:47,Financial Statements/ESG Information - [Annual Report],01703,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0803/2020080303826.pdf,"('SHINEWING (HK) CPA Limited',)"
3MB,9378907,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,SYNERGY GROUP,2019/2020 Annual Report,PDF,02/08/2020 18:14,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01539,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0802/2020080200033.pdf,"('BDO Limited',)"
3MB,9378846,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,RICHLY FIELD,ANNUAL REPORT 2020,PDF,31/07/2020 22:58,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00313,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073101878.pdf,"('SHINEWING (HK) CPA Limited',)"
2MB,9378748,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,ZJ UNITED INV,Annual Report 2020,PDF,31/07/2020 22:24,Financial Statements/ESG Information - [Annual Report],08366,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0731/2020073101736.pdf,"('Elite Partners CPA Limited',)"
2MB,9378592,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,STEEDORIENTAL,Annual Report 2020,PDF,31/07/2020 21:12,Financial Statements/ESG Information - [Annual Report],08277,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0731/2020073101452.pdf,"('BDO Limited',)"
947KB,9378496,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,TAI KAM-NEW,ANNUAL REPORT 2020,PDF,31/07/2020 20:26,Financial Statements/ESG Information - [Annual Report],08321,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0731/2020073101356.pdf,"('Elite Partners CPA Limited',)"
10MB,9378106,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CHINASOUTHCITY,2019/20 Annual Report,PDF,31/07/2020 18:19,Financial Statements/ESG Information - [Annual Report],01668,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100966.pdf,"('Ernst & Young',)"
5MB,9377845,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,FL2 GX HSCEI<br/>FL2 GX HSI<br/>XI GX S&P500<br/>FI GX HSI<br/>FI GX HSCEI,Annual Report,PDF,31/07/2020 17:20,Financial Statements/ESG Information - [Annual Report],07230<br/>07231<br/>07322<br/>07336<br/>07362,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100705.pdf,None
4MB,9377829,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,F GX OIL,Annual Report,PDF,31/07/2020 17:15,Financial Statements/ESG Information - [Annual Report],03097,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100689.pdf,None
6MB,9377774,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,GX CN BIOTECH<br/>GX CN CLOUD<br/>GX MSCI CHINA<br/>GX HS HIGH DIV<br/>GX CSI300<br/>GX CN BIOTECH-U<br/>GX CN CLOUD-U<br/>GX CSI300-R,Annual Report,PDF,31/07/2020 17:06,Financial Statements/ESG Information - [Annual Report],02820<br/>02826<br/>03040<br/>03110<br/>03127<br/>09820<br/>09826<br/>83127,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100634.pdf,None
2MB,9377768,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,YGM TRADING,Annual Report 2019/20,PDF,31/07/2020 17:04,Financial Statements/ESG Information - [Annual Report],00375,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100628.pdf,"('KPMG',)"
1MB,9377764,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,YIELD GO HLDGS,ANNUAL REPORT 2020,PDF,31/07/2020 17:02,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01796,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100624.pdf,"('Grant Thornton Hong Kong Limited',)"
3MB,9377670,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,YANGTZEKIANG,2019/2020 ANNUAL REPORT,PDF,31/07/2020 16:48,Financial Statements/ESG Information - [Annual Report],00294,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100530.pdf,"('KPMG',)"
3MB,9377549,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,LKS HOLDING,ANNUAL REPORT 2020,PDF,31/07/2020 16:32,Financial Statements/ESG Information - [Annual Report],01867,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100409.pdf,"('Asian Alliance (HK) CPA Limited',)"
1MB,9377519,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CHINASINOSTAR,Annual Report 2020,PDF,31/07/2020 16:30,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00485,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100379.pdf,"('Mazars CPA Limited',)"
2MB,9377449,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,GRANDSHORES,Annual Report 2020,PDF,31/07/2020 15:01,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01647,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100319.pdf,"('Crowe (HK) CPA Limited',)"
2MB,9377415,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CHI PEOPLE HOLD,Annual Report 2019-2020,PDF,31/07/2020 13:50,Financial Statements/ESG Information - [Annual Report],00681,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100291.pdf,"('Deloitte Touche Tohmatsu',)"
815KB,9377381,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,HSBCDRAGON FUND,Annual Report 2020,PDF,31/07/2020 12:27,Financial Statements/ESG Information - [Annual Report],00820,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100265.pdf,"('KPMG',)"
477KB,9377379,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,LIPPO HK&M PROP,Lippo Select HK & Mainland Property ETF (Annual Report as at 31 Mar 2020),PDF,31/07/2020 12:26,Financial Statements/ESG Information - [Annual Report],02824,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100263.pdf,"('PricewaterhouseCoopers',)"
4MB,9377357,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,MEI AH ENTER,2020 Annual Report,PDF,31/07/2020 12:15,Financial Statements/ESG Information - [Annual Report],00391,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100241.pdf,"('PricewaterhouseCoopers',)"
320KB,9377343,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,FL2SAMSUNGHSI<br/>FL2SAMSUNGHSCEI<br/>FISAMSUNGHSI<br/>FISAMSUNGHSCEI,Annual Report 2019,PDF,31/07/2020 12:12,Financial Statements/ESG Information - [Annual Report],07205<br/>07228<br/>07312<br/>07328,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100227.pdf,None
210KB,9377327,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,F SAMSUNG OIL,Annual Report 2019,PDF,31/07/2020 12:09,Financial Statements/ESG Information - [Annual Report],03175,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100211.pdf,None
172KB,9377317,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,SAMSUNGCDGN,Annual Report 2019,PDF,31/07/2020 12:04,Financial Statements/ESG Information - [Annual Report],02812,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100201.pdf,None
1MB,9377098,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,MEXAN,Annual Report 2020,PDF,31/07/2020 06:27,Financial Statements/ESG Information - [Annual Report],00022,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0731/2020073100017.pdf,"('BDO Limited',)"
4MB,9377054,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CAA RESOURCES,2019 ANNUAL REPORT,PDF,30/07/2020 22:35,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",02112,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001783.pdf,"('accordance with Hong Kong Standards on Auditing (',)"
2MB,9377010,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,COMPUTIME,Annual Report 2019/2020,PDF,30/07/2020 22:00,Financial Statements/ESG Information - [Annual Report],00320,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001739.pdf,"('Ernst & Young',)"
1MB,9377008,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CN CULTURE GP,Annual Report 2020,PDF,30/07/2020 22:00,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00745,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001737.pdf,"('Elite Partners CPA Limited',)"
3MB,9376666,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,XH NEWS MEDIA,Annual Report 2019/2020,PDF,30/07/2020 18:34,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00309,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001325.pdf,"('ZHONGHUI ANDA CPA Limited',)"
1MB,9376660,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,MILESTONE BUILD,Annual Report 2019/2020,PDF,30/07/2020 18:31,Financial Statements/ESG Information - [Annual Report],01667,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001319.pdf,"('PricewaterhouseCoopers',)"
2MB,9376615,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,DINGYI GP INV,Annual Report 2020,PDF,30/07/2020 18:18,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00508,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001274.pdf,"('SHINEWING (HK) CPA Limited',)"
9MB,9376609,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,SHUN WO GROUP,Annual Report 2020,PDF,30/07/2020 18:17,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01591,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001268.pdf,"('HLB Hodgson Impey Cheng Limited',)"
810KB,9376592,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,FU SHEK FIN,"ANNUAL REPORT
2019/20",PDF,30/07/2020 18:15,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",02263,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001251.pdf,"('Deloitte Touche Tohmatsu',)"
4MB,9376499,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CST GROUP,ANNUAL REPORT 2020,PDF,30/07/2020 17:56,Financial Statements/ESG Information - [Annual Report],00985,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001158.pdf,"('Deloitte Touche Tohmatsu',)"
3MB,9376495,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CENTURY GINWA,Annual Report 2019/20,PDF,30/07/2020 17:55,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00162,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001154.pdf,"('KPMG',)"
5MB,9376438,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,GOLD PEAK,Annual Report 2019-2020,PDF,30/07/2020 17:44,Financial Statements/ESG Information - [Annual Report],00040,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001097.pdf,"('Deloitte Touche Tohmatsu',)"
1MB,9376376,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,YEEBO (INT'L H),2019/20 ANNUAL REPORT,PDF,30/07/2020 17:31,Financial Statements/ESG Information - [Annual Report],00259,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001035.pdf,"('Deloitte Touche Tohmatsu',)"
3MB,9376370,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,INNOVATIVE PHAR,Annual Report 2020,PDF,30/07/2020 17:30,Financial Statements/ESG Information - [Annual Report],00399,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001029.pdf,"('Elite Partners CPA Limited',)"
7MB,9376345,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,KWAN ON HLDGS,ANNUAL REPORT 2020,PDF,30/07/2020 17:24,Financial Statements/ESG Information - [Annual Report],01559,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073001006.pdf,"('PKF Hong Kong Limited',)"
2MB,9376337,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,TELECOM DIGIT,Annual Report 2019/20,PDF,30/07/2020 17:23,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",06033,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000998.pdf,"('SHINEWING (HK) CPA Limited',)"
4MB,9376332,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,FE HOTELS,Annual Report 2020,PDF,30/07/2020 17:20,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00037,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000993.pdf,"('Deloitte Touche Tohmatsu',)"
2MB,9376294,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CENTURY ENT INT,Annual Report 2020,PDF,30/07/2020 17:12,Financial Statements/ESG Information - [Annual Report],00959,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000955.pdf,"('fair view in accordance with Hong Kong Financial Reporting',)"
4MB,9376292,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,YEE HOP HLDGS,2019/2020 Annual Report,PDF,30/07/2020 17:12,Financial Statements/ESG Information - [Annual Report],01662,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000953.pdf,"('SHINEWING (HK) CPA Limited',)"
2MB,9376276,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,TSO,Annual Report 2019/20,PDF,30/07/2020 17:09,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",03997,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000937.pdf,"('SHINEWING (HK) CPA Limited',)"
2MB,9376216,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,PIONEER GLOBAL,2019/ 2020 Annual Report,PDF,30/07/2020 17:00,Financial Statements/ESG Information - [Annual Report],00224,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000877.pdf,"('CHENG & CHENG LIMITED',)"
3MB,9376200,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,COME SURE GROUP,ANNUAL REPORT 2020,PDF,30/07/2020 16:57,Financial Statements/ESG Information - [Annual Report],00794,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000863.pdf,"('HLM CPA Limited',)"
3MB,9376160,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,B & D STRATEGIC,2020 Annual Report,PDF,30/07/2020 16:51,Financial Statements/ESG Information - [Annual Report],01780,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000825.pdf,"('Deloitte Touche Tohmatsu',)"
11MB,9376158,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,GROUND INTL DEV,2019/20 Annual Report,PDF,30/07/2020 16:51,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00989,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000823.pdf,"('Mazars CPA Limited',)"
2MB,9376148,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,KWOON CHUNG BUS,Annual Report 2019/20,PDF,30/07/2020 16:50,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00306,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000813.pdf,"('Ernst & Young',)"
7MB,9376146,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,FAIRWOOD HOLD,Annual Report 2019/2020,PDF,30/07/2020 16:50,Financial Statements/ESG Information - [Annual Report],00052,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000811.pdf,"('KPMG',)"
4MB,9376134,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,IB SETTLEMENT,ANNUAL REPORT 2019/2020,PDF,30/07/2020 16:49,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00147,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000799.pdf,"('BDO Limited',)"
8MB,9376113,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,MOS HOUSE,ANNUAL REPORT 2020,PDF,30/07/2020 16:45,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01653,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000783.pdf,"('Mazars CPA Limited',)"
4MB,9376101,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,MIRICOR,ANNUAL REPORT 2019/20,PDF,30/07/2020 16:44,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01827,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000773.pdf,"('Ernst & Young',)"
4MB,9376097,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,MEDIALINK GROUP,ANNUAL REPORT 2020,PDF,30/07/2020 16:43,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",02230,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000769.pdf,"('Ernst & Young',)"
4MB,9376052,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CHINLINK INTL,Annual Report 2020,PDF,30/07/2020 16:39,Financial Statements/ESG Information - [Annual Report],00997,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000724.pdf,"('HLB Hodgson Impey Cheng Limited',)"
1MB,9376050,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CH ENV ENERGY,ANNUAL REPORT 2020,PDF,30/07/2020 16:39,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00986,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000722.pdf,"('CHENG & CHENG LIMITED',)"
8MB,9376020,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CHINA AUTO NR,Annual Report 2020,PDF,30/07/2020 16:36,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00526,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000694.pdf,"('KPMG',)"
1MB,9375956,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,NUR HOLDINGS,2019 ANNUAL REPORT,PDF,30/07/2020 16:33,Financial Statements/ESG Information - [Annual Report],00254,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000630.pdf,"('ZHONGHUI ANDA CPA Limited',)"
1MB,9375956,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,NUR HOLDINGS,2019 ANNUAL REPORT,PDF,30/07/2020 16:33,Financial Statements/ESG Information - [Annual Report],00254,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000630.pdf,NaN
4MB,9375946,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,MOG HOLDINGS,Annual Report 2019/20,PDF,30/07/2020 16:32,Financial Statements/ESG Information - [Annual Report],01942,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000620.pdf,"('Grant Thornton Malaysia PLT', 'Mazars CPA Limited')"
4MB,9375940,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,ASIA STANDARD,Annual Report 2020,PDF,30/07/2020 16:32,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00129,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000614.pdf,"('PricewaterhouseCoopers',)"
33MB,9375838,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,WLS HOLDINGS,Annual Report 2020,PDF,30/07/2020 16:30,Financial Statements/ESG Information - [Annual Report],08021,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0730/2020073000512.pdf,"('D & PARTNERS CPA LIMITED',)"
7MB,9375826,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,ASIA ORIENT,Annual Report 2020,PDF,30/07/2020 16:30,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00214,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000500.pdf,"('PricewaterhouseCoopers',)"
5MB,9375184,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,BAN LOONG HOLD,Annual Report 2019/2020,PDF,30/07/2020 08:28,Financial Statements/ESG Information - [Annual Report],00030,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000108.pdf,"('HLB Hodgson Impey Cheng Limited',)"
1MB,9375033,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CHINA HEALTH,ANNUAL REPORT 2020,PDF,30/07/2020 06:23,Financial Statements/ESG Information - [Annual Report],00673,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000047.pdf,"('Elite Partners CPA Limited',)"
3MB,9375023,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CHINA WATER,Annual Report 2019/20,PDF,30/07/2020 06:12,Financial Statements/ESG Information - [Annual Report],00855,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0730/2020073000037.pdf,"('PricewaterhouseCoopers',)"
