file_info,news_id,short_text,total_count,dod_web_path,stock_name,title,file_type,date_time,long_text,stock_code,file_link,auditor
4MB,9279766,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,NEW SILKROAD,ANNUAL REPORT 2019,PDF,14/05/2020 16:51,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00472,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400735.pdf,"('HLB Hodgson Impey Cheng Limited',)"
983KB,9279750,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,ALPHA ERA,Annual Report 2019,PDF,14/05/2020 16:49,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",08406,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0514/2020051400719.pdf,"('HLB Hodgson Impey Cheng Limited',)"
3MB,9279746,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,ETERNITY INV,Annual Report 2019,PDF,14/05/2020 16:48,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00764,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400715.pdf,"('HlB Hodgson Impey Cheng limited',)"
4MB,9279730,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,FINGERTANGO,2019 Annual Report,PDF,14/05/2020 16:46,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",06860,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400699.pdf,"('ZHONGHUI ANDA CPA Limited',)"
3MB,9279702,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,GUORUI PPT<br/>GUORUI PT N2202,Annual Report 2019,PDF,14/05/2020 16:44,Financial Statements/ESG Information - [Annual Report],02329<br/>05834,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400671.pdf,"('Deloitte Touche Tohmatsu',)"
2MB,9279694,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,XIEZHONG INTL,Annual Report 2019,PDF,14/05/2020 16:43,Financial Statements/ESG Information - [Annual Report],03663,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400663.pdf,"('KPMG',)"
8MB,9279648,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,KASEN,Annual Report 2019,PDF,14/05/2020 16:40,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00496,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400617.pdf,"('BDO Limited',)"
4MB,9279646,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,LINK HOLDINGS,Annual Report 2019,PDF,14/05/2020 16:39,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",08237,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0514/2020051400615.pdf,"('lidated financial statements in accordance with Hong Kong', 'BDO Limited')"
2MB,9279636,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,LUK HING ENT,Annual Report 2019,PDF,14/05/2020 16:39,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",08052,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0514/2020051400607.pdf,"('HLB Hodgson Impey Cheng Limited',)"
4MB,9279630,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,ATV HOLDINGS,ANNUAL REPORT 2019,PDF,14/05/2020 16:39,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00707,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400599.pdf,"('Moore Stephens CPA Limited',)"
4MB,9279620,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CHI KINGSTONE,Annual Report 2019,PDF,14/05/2020 16:38,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01380,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400589.pdf,"('Elite Partners CPA Limited',)"
8MB,9279618,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,SINOMAX GROUP,2019 Annual Report,PDF,14/05/2020 16:38,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01418,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400587.pdf,"('Deloitte Touche Tohmatsu',)"
3MB,9279606,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CHINESE STRAT,Annual Report 2019,PDF,14/05/2020 16:37,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",08089,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0514/2020051400575.pdf,"('Asian Alliance (HK) CPA Limited',)"
2MB,9279604,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,TITAN PETROCHEM,ANNUAL REPORT 2019,PDF,14/05/2020 16:37,Financial Statements/ESG Information - [Annual Report],01192,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400573.pdf,"('Asian Alliance (HK) CPA Limited',)"
4MB,9279586,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,DONGJIANG ENV,Annual Report 2019,PDF,14/05/2020 16:36,Financial Statements/ESG Information - [Annual Report],00895,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400555.pdf,"('ShineWing',)"
1MB,9279574,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,EPI (HOLDINGS),Annual Report 2019,PDF,14/05/2020 16:36,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00689,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400543.pdf,"('Deloitte Touche Tohmatsu',)"
6MB,9279546,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,HUAJUN INTL GP,ANNUAL REPORT 2019,PDF,14/05/2020 16:34,Financial Statements/ESG Information - [Annual Report],00377,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400515.pdf,"('SHINEWING (HK) CPA Limited',)"
2MB,9279540,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CHINA LUDAO,ANNUAL REPORT 2019,PDF,14/05/2020 16:33,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",02023,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400509.pdf,"('BDO Limited',)"
6MB,9279530,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,ZHUGUANG HOLD,Annual Report 2019,PDF,14/05/2020 16:32,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01176,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400499.pdf,"('Ernst & Young',)"
6MB,9279530,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,ZHUGUANG HOLD,Annual Report 2019,PDF,14/05/2020 16:32,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01176,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400499.pdf,NaN
2MB,9279522,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CAPXON INT'L,ANNUAL REPORT 2019,PDF,14/05/2020 16:31,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00469,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400491.pdf,"('Deloitte Touche Tohmatsu',)"
3MB,9279518,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,PERFECTECH INTL,ANNUAL REPORT 2019,PDF,14/05/2020 16:31,Financial Statements/ESG Information - [Annual Report],00765,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400487.pdf,"('HLM CPA Limited',)"
4MB,9279516,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,EVA HOLDINGS,Annual Report 2019,PDF,14/05/2020 16:31,Financial Statements/ESG Information - [Annual Report],00838,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400485.pdf,"('PricewaterhouseCoopers',)"
1MB,9279510,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,NICHE-TECH,Annual Report 2019,PDF,14/05/2020 16:31,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",08490,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0514/2020051400479.pdf,"('Deloitte Touche Tohmatsu',)"
2MB,9279496,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CHINA PENGFEI,Annual Report 2019,PDF,14/05/2020 16:30,Financial Statements/ESG Information - [Annual Report],03348,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400465.pdf,"('Deloitte Touche Tohmatsu',)"
14MB,9279488,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,ANALOGUE HLDGS,2019 Annual Report,PDF,14/05/2020 16:30,Financial Statements/ESG Information - [Annual Report],01977,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400457.pdf,"('Deloitte Touche Tohmatsu',)"
774KB,9279484,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,HK BLDG & LOAN,Annual Report 2019,PDF,14/05/2020 16:27,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00145,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400453.pdf,"('HLB Hodgson Impey Cheng Limited',)"
7MB,9279438,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,SFSY ENERGY,Annual Report 2019,PDF,14/05/2020 16:03,Financial Statements/ESG Information - [Annual Report],00750,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400407.pdf,"('Ernst & Young',)"
4MB,9279383,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CH DREDG ENV,ANNUAL REPORT 2019,PDF,14/05/2020 12:41,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00871,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400352.pdf,"('Moore Stephens CPA Limited',)"
2MB,9279365,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,FURNIWEB,Annual Report 2019,PDF,14/05/2020 12:08,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",08480,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0514/2020051400338.pdf,"('ZHONGHUI ANDA CPA Limited',)"
7MB,9279256,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,PUJIANG INTL,ANNUAL REPORT 2019,PDF,14/05/2020 10:37,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",02060,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400270.pdf,"('BDO Limited',)"
7MB,9279082,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,JUSTIN ALLEN H,Annual Report 2019,PDF,14/05/2020 07:26,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01425,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400111.pdf,"('HLB Hodgson Impey Cheng Limited',)"
1MB,9279012,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,MAYER HOLDINGS,Annual Report 2019,PDF,14/05/2020 06:06,Financial Statements/ESG Information - [Annual Report],01116,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0514/2020051400017.pdf,"('ZHONGHUI ANDA CPA Limited',)"
6MB,9279000,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,DAFENG PORT,Annual Report 2019,PDF,14/05/2020 06:02,Financial Statements/ESG Information - [Annual Report],08310,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0514/2020051400005.pdf,"('Mazars CPA Limited',)"
2MB,9278740,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,WORLD HOUSEWARE,Annual Report 2019,PDF,13/05/2020 19:35,Financial Statements/ESG Information - [Annual Report],00713,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0513/2020051301133.pdf,"('Deloitte Touche Tohmatsu',)"
13MB,9278468,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,ZHENGTONGAUTO,ANNUAL REPORT 2019,PDF,13/05/2020 18:14,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01728,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0513/2020051300889.pdf,"('KPMG',)"
10MB,9278159,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,RISECOMM GP,2019 Annual Report,PDF,13/05/2020 17:03,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01679,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0513/2020051300580.pdf,"('KPMG',)"
3MB,9278100,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CHI SILVER GP,ANNUAL REPORT 2019,PDF,13/05/2020 16:56,Financial Statements/ESG Information - [Annual Report],00815,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0513/2020051300527.pdf,"('Deloitte Touche Tohmatsu',)"
5MB,9278036,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CSMALL,ANNUAL REPORT 2019,PDF,13/05/2020 16:47,Financial Statements/ESG Information - [Annual Report],01815,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0513/2020051300463.pdf,"('Deloitte Touche Tohmatsu',)"
2MB,9278034,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,XIWANG PROPERTY,ANNUAL REPORT 2019,PDF,13/05/2020 16:47,Financial Statements/ESG Information - [Annual Report],02088,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0513/2020051300461.pdf,"('HLB Hodgson Impey Cheng Limited',)"
4MB,9277937,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,LINGBAO GOLD,ANNUAL REPORT 2019,PDF,13/05/2020 16:37,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",03330,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0513/2020051300377.pdf,"('The engagement partner on the audit resulting in this inde',)"
11MB,9277921,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,SILVER GRANT,Annual Report 2019,PDF,13/05/2020 16:35,Financial Statements/ESG Information - [Annual Report],00171,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0513/2020051300361.pdf,"('Ernst & Young',)"
2MB,9277899,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,IA FIN LEASING,2019 Annual Report,PDF,13/05/2020 16:33,Financial Statements/ESG Information - [Annual Report],01563,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0513/2020051300339.pdf,"('SHINEWING (HK) CPA Limited',)"
1MB,9277857,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,KEYNE LTD,ANNUAL REPORT 2019,PDF,13/05/2020 16:31,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00009,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0513/2020051300297.pdf,"('Grant Thornton Hong Kong Limited',)"
4MB,9277847,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,KUANGCHI,ANNUAL REPORT 2019,PDF,13/05/2020 16:30,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00439,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0513/2020051300287.pdf,"('Crowe (HK) CPA Limited',)"
4MB,9277745,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,WASION HOLDINGS,ANNUAL REPORT 2019,PDF,13/05/2020 12:00,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",03393,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0513/2020051300203.pdf,"('Deloitte Touche Tohmatsu',)"
3MB,9277504,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,SUPERACTIVE GP,ANNUAL REPORT 2019,PDF,13/05/2020 06:05,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00176,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0513/2020051300005.pdf,"('BDO Limited',)"
2MB,9277404,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,YU TAK INT'L,Annual Report 2019,PDF,12/05/2020 22:08,Financial Statements/ESG Information - [Annual Report],08048,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0512/2020051201247.pdf,"('Grant Thornton Hong Kong Limited',)"
1MB,9277184,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CHANGAN RH,ANNUAL REPORT 2019,PDF,12/05/2020 20:00,Financial Statements/ESG Information - [Annual Report],08139,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0512/2020051201047.pdf,"('PricewaterhouseCoopers',)"
3MB,9277043,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,WATER INDUSTRY,Annual Report 2019,PDF,12/05/2020 19:08,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01129,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0512/2020051200906.pdf,"('Crowe (HK) CPA Limited',)"
3MB,9276722,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CHINA QINFA,Annual Report 2019,PDF,12/05/2020 17:35,Financial Statements/ESG Information - [Annual Report],00866,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0512/2020051200589.pdf,"('Moore Stephens CPA Limited',)"
8MB,9276705,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CHINA SANDI-6K,ANNUAL REPORT 2019,PDF,12/05/2020 17:32,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00910,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0512/2020051200582.pdf,"('Deloitte Touche Tohmatsu',)"
9MB,9276679,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,JIASHILI GP,2019 ANNUAL REPORT,PDF,12/05/2020 17:21,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01285,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0512/2020051200558.pdf,"('Deloitte Touche Tohmatsu',)"
6MB,9276631,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CIL GROUP,ANNUAL REPORT 2019,PDF,12/05/2020 17:10,Financial Statements/ESG Information - [Annual Report],01719,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0512/2020051200517.pdf,"('Grant Thornton Hong Kong Limited',)"
8MB,9276519,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CHINA RISUN GP,Annual Report 2019,PDF,12/05/2020 16:42,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01907,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0512/2020051200405.pdf,"('Deloitte Touche Tohmatsu',)"
5MB,9276503,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CNLP,2019 ANNUAL REPORT,PDF,12/05/2020 16:38,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01589,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0512/2020051200389.pdf,"('PricewaterhouseCoopers',)"
7MB,9276102,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,BOQI ENV,ANNUAL REPORT 2019,PDF,12/05/2020 06:16,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",02377,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0512/2020051200021.pdf,"('Deloitte Touche Tohmatsu',)"
4MB,9276004,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,ZHONGCHANG INTL,Annual Report 2019,PDF,11/05/2020 22:10,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00859,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0511/2020051101378.pdf,"('HLB Hodgson Impey Cheng Limited',)"
4MB,9275915,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,TENGY ENV,Annual Report 2019,PDF,11/05/2020 21:09,Financial Statements/ESG Information - [Annual Report],01527,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0511/2020051101287.pdf,"('ZHONGHUI ANDA CPA Limited',)"
5MB,9275650,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,EARTHASIA,Annual Report 2019,PDF,11/05/2020 19:01,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",06128,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0511/2020051101062.pdf,"('Crowe (HK) CPA Limited',)"
4MB,9275583,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,AID LIFE SCI,2019 ANNUAL REPORT,PDF,11/05/2020 18:36,Financial Statements/ESG Information - [Annual Report],08088,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0511/2020051100995.pdf,"('Linksfield CPA Limited',)"
4MB,9275504,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,WANGUO MINING,Annual Report 2019,PDF,11/05/2020 18:15,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",03939,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0511/2020051100916.pdf,"('Crowe (HK) CPA Limited',)"
7MB,9275156,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,MODERN LAND,ANNUAL REPORT 2019,PDF,11/05/2020 16:55,Financial Statements/ESG Information - [Annual Report],01107,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0511/2020051100568.pdf,"('KPMG',)"
2MB,9274989,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,HUARONG ENERGY,ANNUAL REPORT 2019,PDF,11/05/2020 16:31,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01101,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0511/2020051100401.pdf,"('PricewaterhouseCoopers',)"
2MB,9274216,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,LOCO HK,Annual Report 2019,PDF,08/05/2020 22:17,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",08162,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0508/2020050801596.pdf,"('HLB Hodgson Impey Cheng Limited',)"
3MB,9273835,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,BAO SHEN HLDGS,2019 ANNUAL REPORT,PDF,08/05/2020 19:20,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",08151,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0508/2020050801149.pdf,"('HLB Hodgson Impey Cheng Limited',)"
2MB,9273703,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,CDV HOLDINGS,ANNUAL REPORT 2019,PDF,08/05/2020 18:33,Financial Statements/ESG Information - [Annual Report],08280,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0508/2020050801019.pdf,"('Grant Thornton Hong Kong Limited',)"
4MB,9273501,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,JIA YAO HLDGS,Annual Report 2019,PDF,08/05/2020 17:50,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",01626,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0508/2020050800821.pdf,"('PricewaterhouseCoopers',)"
7MB,9273370,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,LIANHUA,Annual Report 2019,PDF,08/05/2020 17:15,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",00980,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0508/2020050800694.pdf,"('Deloitte Touche Tohmatsu',)"
2MB,9273205,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,C BILLION RES,ANNUAL REPORT 2019,PDF,08/05/2020 16:39,Financial Statements/ESG Information - [Annual Report],00274,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0508/2020050800529.pdf,"('ZHONGHUI ANDA CPA Limited',)"
2MB,9273141,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,CHINA APEX GP,ANNUAL REPORT 2019,PDF,08/05/2020 16:30,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",02011,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0508/2020050800465.pdf,"('BDO Limited',)"
4MB,9272981,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,HARBIN ELECTRIC,2019 ANNUAL REPORT,PDF,08/05/2020 12:06,Financial Statements/ESG Information - [Annual Report],01133,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0508/2020050800331.pdf,"('China', 'Da Hua')"
2MB,9272190,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,PROSPEROUSPRINT,Annual Report 2019,PDF,07/05/2020 18:23,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",08385,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0507/2020050701303.pdf,"('Crowe (HK) CPA Limited',)"
4MB,9271550,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,SHENGLONG INTL,ANNUAL REPORT 2019,PDF,07/05/2020 16:45,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",08481,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0507/2020050700663.pdf,"('PricewaterhouseCoopers',)"
4MB,9271550,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]<br/>",2500,,SHENGLONG INTL,ANNUAL REPORT 2019,PDF,07/05/2020 16:45,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",08481,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0507/2020050700663.pdf,NaN
3MB,9269710,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,G. A. HOLDINGS,ANNUAL REPORT 2019,PDF,06/05/2020 19:01,Financial Statements/ESG Information - [Annual Report],08126,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0506/2020050601870.pdf,"('Grant Thornton Hong Kong Limited',)"
12MB,9269338,Financial Statements/ESG Information - [Annual Report]<br/>,2500,,UNITED LAB,ANNUAL REPORT 2019,PDF,06/05/2020 17:45,Financial Statements/ESG Information - [Annual Report],03933,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0506/2020050601502.pdf,"('Deloitte Touche Tohmatsu',)"
